Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
"Fri, Jan 2, 2015",7:00 pm,Box Score,Brooklyn Nets,100.0,Orlando Magic,98.0,,
"Fri, Jan 2, 2015",9:00 pm,Box Score,Philadelphia 76ers,96.0,Phoenix Suns,112.0,,
"Fri, Jan 2, 2015",9:00 pm,Box Score,Atlanta Hawks,98.0,Utah Jazz,92.0,,
"Sat, Jan 3, 2015",8:00 pm,Box Score,Boston Celtics,104.0,Chicago Bulls,109.0,OT,
"Sat, Jan 3, 2015",9:00 pm,Box Score,Memphis Grizzlies,85.0,Denver Nuggets,114.0,,
"Sat, Jan 3, 2015",8:00 pm,Box Score,Miami Heat,79.0,Houston Rockets,115.0,,
"Sat, Jan 3, 2015",10:30 pm,Box Score,Philadelphia 76ers,91.0,Los Angeles Clippers,127.0,,
"Sat, Jan 3, 2015",8:00 pm,Box Score,Utah Jazz,101.0,Minnesota Timberwolves,89.0,,
"Sat, Jan 3, 2015",7:00 pm,Box Score,Charlotte Hornets,98.0,Orlando Magic,90.0,,
"Sat, Jan 3, 2015",10:00 pm,Box Score,Atlanta Hawks,115.0,Portland Trail Blazers,107.0,,
"Sat, Jan 3, 2015",8:30 pm,Box Score,Washington Wizards,92.0,San Antonio Spurs,101.0,,
"Sun, Jan 4, 2015",1:00 pm,Box Score,Dallas Mavericks,109.0,Cleveland Cavaliers,90.0,,
"Sun, Jan 4, 2015",6:00 pm,Box Score,Sacramento Kings,95.0,Detroit Pistons,114.0,,
"Sun, Jan 4, 2015",9:30 pm,Box Score,Indiana Pacers,87.0,Los Angeles Lakers,88.0,,
"Sun, Jan 4, 2015",6:00 pm,Box Score,Brooklyn Nets,84.0,Miami Heat,88.0,,
"Sun, Jan 4, 2015",7:30 pm,Box Score,Milwaukee Bucks,95.0,New York Knicks,82.0,,
"Sun, Jan 4, 2015",8:00 pm,Box Score,Toronto Raptors,109.0,Phoenix Suns,125.0,,
"Mon, Jan 5, 2015",7:30 pm,Box Score,Charlotte Hornets,104.0,Boston Celtics,95.0,,
"Mon, Jan 5, 2015",7:30 pm,Box Score,Dallas Mavericks,96.0,Brooklyn Nets,88.0,OT,
"Mon, Jan 5, 2015",8:00 pm,Box Score,Houston Rockets,105.0,Chicago Bulls,114.0,,
"Mon, Jan 5, 2015",10:30 pm,Box Score,Oklahoma City Thunder,91.0,Golden State Warriors,117.0,,
"Mon, Jan 5, 2015",10:30 pm,Box Score,Atlanta Hawks,107.0,Los Angeles Clippers,98.0,,
"Mon, Jan 5, 2015",8:00 pm,Box Score,New York Knicks,83.0,Memphis Grizzlies,105.0,,
"Mon, Jan 5, 2015",8:00 pm,Box Score,Denver Nuggets,110.0,Minnesota Timberwolves,101.0,,
"Mon, Jan 5, 2015",8:00 pm,Box Score,Washington Wizards,92.0,New Orleans Pelicans,85.0,,
"Mon, Jan 5, 2015",7:00 pm,Box Score,Cleveland Cavaliers,92.0,Philadelphia 76ers,95.0,,
"Mon, Jan 5, 2015",10:00 pm,Box Score,Los Angeles Lakers,94.0,Portland Trail Blazers,98.0,,
"Mon, Jan 5, 2015",9:00 pm,Box Score,Indiana Pacers,105.0,Utah Jazz,101.0,,
"Tue, Jan 6, 2015",8:00 pm,Box Score,Phoenix Suns,102.0,Milwaukee Bucks,96.0,,
"Tue, Jan 6, 2015",8:30 pm,Box Score,Detroit Pistons,105.0,San Antonio Spurs,104.0,,
"Wed, Jan 7, 2015",7:30 pm,Box Score,Memphis Grizzlies,86.0,Atlanta Hawks,96.0,,
"Wed, Jan 7, 2015",7:30 pm,Box Score,Boston Celtics,89.0,Brooklyn Nets,81.0,,
"Wed, Jan 7, 2015",8:00 pm,Box Score,Utah Jazz,97.0,Chicago Bulls,77.0,,
"Wed, Jan 7, 2015",7:00 pm,Box Score,New Orleans Pelicans,94.0,Charlotte Hornets,98.0,,
"Wed, Jan 7, 2015",7:00 pm,Box Score,Houston Rockets,105.0,Cleveland Cavaliers,93.0,,
"Wed, Jan 7, 2015",8:30 pm,Box Score,Detroit Pistons,108.0,Dallas Mavericks,95.0,,
"Wed, Jan 7, 2015",9:00 pm,Box Score,Orlando Magic,90.0,Denver Nuggets,93.0,,
"Wed, Jan 7, 2015",10:30 pm,Box Score,Indiana Pacers,102.0,Golden State Warriors,117.0,,
"Wed, Jan 7, 2015",10:30 pm,Box Score,Los Angeles Lakers,89.0,Los Angeles Clippers,114.0,,
"Wed, Jan 7, 2015",9:30 pm,Box Score,Phoenix Suns,113.0,Minnesota Timberwolves,111.0,,
"Wed, Jan 7, 2015",7:00 pm,Box Score,Milwaukee Bucks,97.0,Philadelphia 76ers,77.0,,
"Wed, Jan 7, 2015",10:00 pm,Box Score,Oklahoma City Thunder,83.0,Sacramento Kings,104.0,,
"Wed, Jan 7, 2015",7:00 pm,Box Score,New York Knicks,91.0,Washington Wizards,101.0,,
"Thu, Jan 8, 2015",8:00 pm,Box Score,Houston Rockets,120.0,New York Knicks,96.0,,
"Thu, Jan 8, 2015",10:30 pm,Box Score,Miami Heat,83.0,Portland Trail Blazers,99.0,,
"Thu, Jan 8, 2015",7:30 pm,Box Score,Charlotte Hornets,103.0,Toronto Raptors,95.0,,
"Fri, Jan 9, 2015",7:30 pm,Box Score,Philadelphia 76ers,90.0,Brooklyn Nets,88.0,,
"Fri, Jan 9, 2015",7:30 pm,Box Score,Atlanta Hawks,106.0,Detroit Pistons,103.0,,
"Fri, Jan 9, 2015",10:30 pm,Box Score,Cleveland Cavaliers,94.0,Golden State Warriors,112.0,,
"Fri, Jan 9, 2015",7:00 pm,Box Score,Boston Celtics,103.0,Indiana Pacers,107.0,OT,
"Fri, Jan 9, 2015",10:30 pm,Box Score,Orlando Magic,84.0,Los Angeles Lakers,101.0,,
"Fri, Jan 9, 2015",8:30 pm,Box Score,Minnesota Timberwolves,84.0,Milwaukee Bucks,98.0,,
"Fri, Jan 9, 2015",8:00 pm,Box Score,Memphis Grizzlies,95.0,New Orleans Pelicans,106.0,,
"Fri, Jan 9, 2015",8:00 pm,Box Score,Utah Jazz,94.0,Oklahoma City Thunder,99.0,,
"Fri, Jan 9, 2015",10:00 pm,Box Score,Denver Nuggets,118.0,Sacramento Kings,108.0,,
"Fri, Jan 9, 2015",8:30 pm,Box Score,Phoenix Suns,95.0,San Antonio Spurs,100.0,,
"Fri, Jan 9, 2015",8:00 pm,Box Score,Chicago Bulls,86.0,Washington Wizards,102.0,,
"Sat, Jan 10, 2015",8:00 pm,Box Score,Milwaukee Bucks,87.0,Chicago Bulls,95.0,,
"Sat, Jan 10, 2015",7:30 pm,Box Score,Brooklyn Nets,93.0,Detroit Pistons,98.0,,
"Sat, Jan 10, 2015",8:00 pm,Box Score,Utah Jazz,82.0,Houston Rockets,97.0,,
"Sat, Jan 10, 2015",3:30 pm,Box Score,Dallas Mavericks,100.0,Los Angeles Clippers,120.0,,
"Sat, Jan 10, 2015",8:00 pm,Box Score,San Antonio Spurs,108.0,Minnesota Timberwolves,93.0,,
"Sat, Jan 10, 2015",1:00 pm,Box Score,Charlotte Hornets,110.0,New York Knicks,82.0,,
"Sat, Jan 10, 2015",7:30 pm,Box Score,Indiana Pacers,92.0,Philadelphia 76ers,93.0,,
"Sat, Jan 10, 2015",10:00 pm,Box Score,Orlando Magic,92.0,Portland Trail Blazers,103.0,,
"Sat, Jan 10, 2015",7:30 pm,Box Score,Boston Celtics,96.0,Toronto Raptors,109.0,,
"Sun, Jan 11, 2015",3:00 pm,Box Score,Washington Wizards,89.0,Atlanta Hawks,120.0,,
"Sun, Jan 11, 2015",3:30 pm,Box Score,Miami Heat,104.0,Los Angeles Clippers,90.0,,
"Sun, Jan 11, 2015",9:30 pm,Box Score,Portland Trail Blazers,106.0,Los Angeles Lakers,94.0,,
"Sun, Jan 11, 2015",6:00 pm,Box Score,Phoenix Suns,110.0,Memphis Grizzlies,122.0,2OT,
"Sun, Jan 11, 2015",9:00 pm,Box Score,Cleveland Cavaliers,84.0,Sacramento Kings,103.0,,
"Mon, Jan 12, 2015",7:30 pm,Box Score,New Orleans Pelicans,100.0,Boston Celtics,108.0,,
"Mon, Jan 12, 2015",7:30 pm,Box Score,Houston Rockets,113.0,Brooklyn Nets,99.0,,
"Mon, Jan 12, 2015",8:00 pm,Box Score,Orlando Magic,121.0,Chicago Bulls,114.0,,
"Mon, Jan 12, 2015",7:30 pm,Box Score,Detroit Pistons,114.0,Toronto Raptors,111.0,,
"Tue, Jan 13, 2015",7:00 pm,Box Score,Minnesota Timberwolves,110.0,Indiana Pacers,101.0,,
"Tue, Jan 13, 2015",10:30 pm,Box Score,Miami Heat,78.0,Los Angeles Lakers,75.0,,
"Tue, Jan 13, 2015",7:00 pm,Box Score,Atlanta Hawks,105.0,Philadelphia 76ers,87.0,,
"Tue, Jan 13, 2015",9:00 pm,Box Score,Cleveland Cavaliers,100.0,Phoenix Suns,107.0,,
"Tue, Jan 13, 2015",10:00 pm,Box Score,Dallas Mavericks,108.0,Sacramento Kings,104.0,OT,
"Tue, Jan 13, 2015",9:00 pm,Box Score,Golden State Warriors,116.0,Utah Jazz,105.0,,
"Tue, Jan 13, 2015",7:00 pm,Box Score,San Antonio Spurs,93.0,Washington Wizards,101.0,,
"Wed, Jan 14, 2015",8:00 pm,Box Score,Atlanta Hawks,105.0,Boston Celtics,91.0,,
"Wed, Jan 14, 2015",7:30 pm,Box Score,Memphis Grizzlies,103.0,Brooklyn Nets,92.0,,
"Wed, Jan 14, 2015",8:00 pm,Box Score,Washington Wizards,105.0,Chicago Bulls,99.0,,
"Wed, Jan 14, 2015",7:00 pm,Box Score,San Antonio Spurs,98.0,Charlotte Hornets,93.0,,
"Wed, Jan 14, 2015",9:00 pm,Box Score,Dallas Mavericks,107.0,Denver Nuggets,114.0,,
"Wed, Jan 14, 2015",7:30 pm,Box Score,New Orleans Pelicans,105.0,Detroit Pistons,94.0,,
"Wed, Jan 14, 2015",10:30 pm,Box Score,Miami Heat,89.0,Golden State Warriors,104.0,,
"Wed, Jan 14, 2015",7:00 pm,Box Score,Houston Rockets,113.0,Orlando Magic,120.0,,
"Wed, Jan 14, 2015",10:30 pm,Box Score,Los Angeles Clippers,100.0,Portland Trail Blazers,94.0,,
"Wed, Jan 14, 2015",7:30 pm,Box Score,Philadelphia 76ers,84.0,Toronto Raptors,100.0,,
"Thu, Jan 15, 2015",8:00 pm,Box Score,Oklahoma City Thunder,101.0,Houston Rockets,112.0,,
"Thu, Jan 15, 2015",10:30 pm,Box Score,Cleveland Cavaliers,109.0,Los Angeles Lakers,102.0,,
"Thu, Jan 15, 2015",3:00 pm,Box Score,New York Knicks,79.0,Milwaukee Bucks,95.0,,"at London, England"
"Fri, Jan 16, 2015",7:30 pm,Box Score,Chicago Bulls,119.0,Boston Celtics,103.0,,
"Fri, Jan 16, 2015",8:30 pm,Box Score,Denver Nuggets,89.0,Dallas Mavericks,97.0,,
"Fri, Jan 16, 2015",7:00 pm,Box Score,Detroit Pistons,98.0,Indiana Pacers,96.0,,
"Fri, Jan 16, 2015",10:30 pm,Box Score,Cleveland Cavaliers,126.0,Los Angeles Clippers,121.0,,
"Fri, Jan 16, 2015",8:00 pm,Box Score,Golden State Warriors,115.0,Oklahoma City Thunder,127.0,,
"Fri, Jan 16, 2015",7:00 pm,Box Score,Memphis Grizzlies,106.0,Orlando Magic,96.0,,
"Fri, Jan 16, 2015",7:00 pm,Box Score,New Orleans Pelicans,81.0,Philadelphia 76ers,96.0,,
"Fri, Jan 16, 2015",9:00 pm,Box Score,Minnesota Timberwolves,99.0,Phoenix Suns,110.0,,
"Fri, Jan 16, 2015",10:00 pm,Box Score,Miami Heat,95.0,Sacramento Kings,83.0,,
"Fri, Jan 16, 2015",8:30 pm,Box Score,Portland Trail Blazers,96.0,San Antonio Spurs,110.0,,
"Fri, Jan 16, 2015",7:30 pm,Box Score,Atlanta Hawks,110.0,Toronto Raptors,89.0,,
"Fri, Jan 16, 2015",9:00 pm,Box Score,Los Angeles Lakers,85.0,Utah Jazz,94.0,,
"Fri, Jan 16, 2015",7:00 pm,Box Score,Brooklyn Nets,102.0,Washington Wizards,80.0,,
"Sat, Jan 17, 2015",8:00 pm,Box Score,Washington Wizards,99.0,Brooklyn Nets,90.0,,
"Sat, Jan 17, 2015",8:00 pm,Box Score,Atlanta Hawks,107.0,Chicago Bulls,99.0,,
"Sat, Jan 17, 2015",7:00 pm,Box Score,Indiana Pacers,71.0,Charlotte Hornets,80.0,OT,
"Sat, Jan 17, 2015",9:00 pm,Box Score,Minnesota Timberwolves,113.0,Denver Nuggets,105.0,,
"Sat, Jan 17, 2015",7:30 pm,Box Score,Philadelphia 76ers,89.0,Detroit Pistons,107.0,,
"Sat, Jan 17, 2015",8:00 pm,Box Score,Golden State Warriors,131.0,Houston Rockets,106.0,,
"Sat, Jan 17, 2015",9:00 pm,Box Score,Portland Trail Blazers,98.0,Memphis Grizzlies,102.0,,
"Sat, Jan 17, 2015",10:00 pm,Box Score,Los Angeles Clippers,117.0,Sacramento Kings,108.0,,
"Sun, Jan 18, 2015",6:00 pm,Box Score,Oklahoma City Thunder,127.0,Orlando Magic,99.0,,
"Sun, Jan 18, 2015",7:00 pm,Box Score,Utah Jazz,69.0,San Antonio Spurs,89.0,,
"Sun, Jan 18, 2015",3:30 pm,Box Score,New Orleans Pelicans,95.0,Toronto Raptors,93.0,,
"Mon, Jan 19, 2015",2:30 pm,Box Score,Detroit Pistons,82.0,Atlanta Hawks,93.0,,
"Mon, Jan 19, 2015",2:00 pm,Box Score,Minnesota Timberwolves,80.0,Charlotte Hornets,105.0,,
"Mon, Jan 19, 2015",7:30 pm,Box Score,Chicago Bulls,94.0,Cleveland Cavaliers,108.0,,
"Mon, Jan 19, 2015",4:00 pm,Box Score,Denver Nuggets,79.0,Golden State Warriors,122.0,,
"Mon, Jan 19, 2015",5:30 pm,Box Score,Indiana Pacers,98.0,Houston Rockets,110.0,,
"Mon, Jan 19, 2015",3:30 pm,Box Score,Boston Celtics,93.0,Los Angeles Clippers,102.0,,
"Mon, Jan 19, 2015",5:00 pm,Box Score,Dallas Mavericks,103.0,Memphis Grizzlies,95.0,,
"Mon, Jan 19, 2015",8:00 pm,Box Score,Toronto Raptors,92.0,Milwaukee Bucks,89.0,,
"Mon, Jan 19, 2015",5:30 pm,Box Score,New Orleans Pelicans,92.0,New York Knicks,99.0,,
"Mon, Jan 19, 2015",10:00 pm,Box Score,Los Angeles Lakers,100.0,Phoenix Suns,115.0,,
"Mon, Jan 19, 2015",10:00 pm,Box Score,Sacramento Kings,94.0,Portland Trail Blazers,98.0,,
"Mon, Jan 19, 2015",2:00 pm,Box Score,Philadelphia 76ers,76.0,Washington Wizards,111.0,,
"Tue, Jan 20, 2015",9:00 pm,Box Score,San Antonio Spurs,109.0,Denver Nuggets,99.0,,
"Tue, Jan 20, 2015",7:30 pm,Box Score,Oklahoma City Thunder,94.0,Miami Heat,86.0,,
"Wed, Jan 21, 2015",7:30 pm,Box Score,Indiana Pacers,91.0,Atlanta Hawks,110.0,,
"Wed, Jan 21, 2015",7:00 pm,Box Score,Miami Heat,76.0,Charlotte Hornets,78.0,,
"Wed, Jan 21, 2015",7:00 pm,Box Score,Utah Jazz,92.0,Cleveland Cavaliers,106.0,,
"Wed, Jan 21, 2015",7:30 pm,Box Score,Orlando Magic,118.0,Detroit Pistons,128.0,,
"Wed, Jan 21, 2015",10:30 pm,Box Score,Houston Rockets,113.0,Golden State Warriors,126.0,,
"Wed, Jan 21, 2015",8:00 pm,Box Score,Toronto Raptors,86.0,Memphis Grizzlies,92.0,,
"Wed, Jan 21, 2015",8:00 pm,Box Score,Dallas Mavericks,98.0,Minnesota Timberwolves,75.0,,
"Wed, Jan 21, 2015",8:00 pm,Box Score,Los Angeles Lakers,80.0,New Orleans Pelicans,96.0,,
"Wed, Jan 21, 2015",7:00 pm,Box Score,New York Knicks,98.0,Philadelphia 76ers,91.0,,
"Wed, Jan 21, 2015",9:00 pm,Box Score,Portland Trail Blazers,113.0,Phoenix Suns,118.0,,
"Wed, Jan 21, 2015",10:00 pm,Box Score,Brooklyn Nets,103.0,Sacramento Kings,100.0,,
"Wed, Jan 21, 2015",8:00 pm,Box Score,Oklahoma City Thunder,105.0,Washington Wizards,103.0,OT,
"Thu, Jan 22, 2015",8:00 pm,Box Score,San Antonio Spurs,81.0,Chicago Bulls,104.0,,
"Thu, Jan 22, 2015",10:30 pm,Box Score,Brooklyn Nets,84.0,Los Angeles Clippers,123.0,,
"Thu, Jan 22, 2015",8:00 pm,Box Score,Utah Jazz,101.0,Milwaukee Bucks,99.0,,
"Thu, Jan 22, 2015",10:00 pm,Box Score,Boston Celtics,90.0,Portland Trail Blazers,89.0,,
"Fri, Jan 23, 2015",7:30 pm,Box Score,Oklahoma City Thunder,93.0,Atlanta Hawks,103.0,,
"Fri, Jan 23, 2015",7:30 pm,Box Score,Charlotte Hornets,90.0,Cleveland Cavaliers,129.0,,
"Fri, Jan 23, 2015",8:00 pm,Box Score,Chicago Bulls,102.0,Dallas Mavericks,98.0,,
"Fri, Jan 23, 2015",9:00 pm,Box Score,Boston Celtics,100.0,Denver Nuggets,99.0,,
"Fri, Jan 23, 2015",10:30 pm,Box Score,Sacramento Kings,101.0,Golden State Warriors,126.0,,
"Fri, Jan 23, 2015",7:30 pm,Box Score,Indiana Pacers,87.0,Miami Heat,89.0,,
"Fri, Jan 23, 2015",8:00 pm,Box Score,New Orleans Pelicans,92.0,Minnesota Timberwolves,84.0,,
"Fri, Jan 23, 2015",7:30 pm,Box Score,Orlando Magic,106.0,New York Knicks,113.0,,
"Fri, Jan 23, 2015",7:00 pm,Box Score,Toronto Raptors,91.0,Philadelphia 76ers,86.0,,
"Fri, Jan 23, 2015",9:00 pm,Box Score,Houston Rockets,113.0,Phoenix Suns,111.0,,
"Fri, Jan 23, 2015",8:30 pm,Box Score,Los Angeles Lakers,85.0,San Antonio Spurs,99.0,,
"Sat, Jan 24, 2015",7:00 pm,Box Score,New York Knicks,71.0,Charlotte Hornets,76.0,,
"Sat, Jan 24, 2015",8:00 pm,Box Score,Philadelphia 76ers,83.0,Memphis Grizzlies,101.0,,
"Sat, Jan 24, 2015",7:30 pm,Box Score,Detroit Pistons,86.0,Milwaukee Bucks,101.0,,
"Sat, Jan 24, 2015",10:00 pm,Box Score,Washington Wizards,96.0,Portland Trail Blazers,103.0,,
"Sat, Jan 24, 2015",9:00 pm,Box Score,Brooklyn Nets,73.0,Utah Jazz,108.0,,
"Sun, Jan 25, 2015",6:00 pm,Box Score,Minnesota Timberwolves,100.0,Atlanta Hawks,112.0,,
"Sun, Jan 25, 2015",1:00 pm,Box Score,Miami Heat,96.0,Chicago Bulls,84.0,,
"Sun, Jan 25, 2015",3:30 pm,Box Score,Oklahoma City Thunder,98.0,Cleveland Cavaliers,108.0,,
"Sun, Jan 25, 2015",8:00 pm,Box Score,Washington Wizards,117.0,Denver Nuggets,115.0,OT,
"Sun, Jan 25, 2015",8:00 pm,Box Score,Boston Celtics,111.0,Golden State Warriors,114.0,,
"Sun, Jan 25, 2015",9:30 pm,Box Score,Houston Rockets,99.0,Los Angeles Lakers,87.0,,
"Sun, Jan 25, 2015",6:00 pm,Box Score,Dallas Mavericks,106.0,New Orleans Pelicans,109.0,,
"Sun, Jan 25, 2015",6:00 pm,Box Score,Indiana Pacers,106.0,Orlando Magic,99.0,,
"Sun, Jan 25, 2015",6:00 pm,Box Score,Los Angeles Clippers,120.0,Phoenix Suns,100.0,,
"Sun, Jan 25, 2015",7:00 pm,Box Score,Milwaukee Bucks,95.0,San Antonio Spurs,101.0,,
"Sun, Jan 25, 2015",7:00 pm,Box Score,Detroit Pistons,110.0,Toronto Raptors,114.0,,
"Mon, Jan 26, 2015",10:30 pm,Box Score,Denver Nuggets,98.0,Los Angeles Clippers,102.0,,
"Mon, Jan 26, 2015",8:00 pm,Box Score,Orlando Magic,94.0,Memphis Grizzlies,103.0,,
"Mon, Jan 26, 2015",8:00 pm,Box Score,Philadelphia 76ers,74.0,New Orleans Pelicans,99.0,,
"Mon, Jan 26, 2015",8:00 pm,Box Score,Minnesota Timberwolves,84.0,Oklahoma City Thunder,92.0,,
"Mon, Jan 26, 2015",9:00 pm,Box Score,Boston Celtics,99.0,Utah Jazz,90.0,,
"Tue, Jan 27, 2015",8:30 pm,Box Score,Memphis Grizzlies,109.0,Dallas Mavericks,90.0,,
"Tue, Jan 27, 2015",7:30 pm,Box Score,Cleveland Cavaliers,103.0,Detroit Pistons,95.0,,
"Tue, Jan 27, 2015",10:30 pm,Box Score,Chicago Bulls,113.0,Golden State Warriors,111.0,OT,
"Tue, Jan 27, 2015",7:00 pm,Box Score,Toronto Raptors,104.0,Indiana Pacers,91.0,,
"Tue, Jan 27, 2015",10:30 pm,Box Score,Washington Wizards,98.0,Los Angeles Lakers,92.0,,
"Tue, Jan 27, 2015",7:30 pm,Box Score,Milwaukee Bucks,109.0,Miami Heat,102.0,,
"Wed, Jan 28, 2015",8:00 pm,Box Score,Brooklyn Nets,102.0,Atlanta Hawks,113.0,,
"Wed, Jan 28, 2015",7:00 pm,Box Score,Portland Trail Blazers,94.0,Cleveland Cavaliers,99.0,,
"Wed, Jan 28, 2015",8:00 pm,Box Score,Dallas Mavericks,94.0,Houston Rockets,99.0,,
"Wed, Jan 28, 2015",8:00 pm,Box Score,Boston Celtics,98.0,Minnesota Timberwolves,110.0,,
"Wed, Jan 28, 2015",8:00 pm,Box Score,Denver Nuggets,93.0,New Orleans Pelicans,85.0,,
"Wed, Jan 28, 2015",8:00 pm,Box Score,Oklahoma City Thunder,92.0,New York Knicks,100.0,,
"Wed, Jan 28, 2015",7:00 pm,Box Score,Detroit Pistons,69.0,Philadelphia 76ers,89.0,,
"Wed, Jan 28, 2015",10:30 pm,Box Score,Washington Wizards,98.0,Phoenix Suns,106.0,,
"Wed, Jan 28, 2015",8:30 pm,Box Score,Charlotte Hornets,86.0,San Antonio Spurs,95.0,,
"Wed, Jan 28, 2015",7:30 pm,Box Score,Sacramento Kings,102.0,Toronto Raptors,119.0,,
"Wed, Jan 28, 2015",9:00 pm,Box Score,Los Angeles Clippers,94.0,Utah Jazz,89.0,,
"Thu, Jan 29, 2015",7:00 pm,Box Score,New York Knicks,82.0,Indiana Pacers,103.0,,
"Thu, Jan 29, 2015",10:30 pm,Box Score,Chicago Bulls,118.0,Los Angeles Lakers,123.0,2OT,
"Thu, Jan 29, 2015",8:00 pm,Box Score,Denver Nuggets,69.0,Memphis Grizzlies,99.0,,
"Thu, Jan 29, 2015",7:00 pm,Box Score,Milwaukee Bucks,115.0,Orlando Magic,100.0,,
"Fri, Jan 30, 2015",7:30 pm,Box Score,Portland Trail Blazers,99.0,Atlanta Hawks,105.0,,
"Fri, Jan 30, 2015",7:30 pm,Box Score,Houston Rockets,93.0,Boston Celtics,87.0,,
"Fri, Jan 30, 2015",7:30 pm,Box Score,Toronto Raptors,127.0,Brooklyn Nets,122.0,OT,
"Fri, Jan 30, 2015",7:30 pm,Box Score,Sacramento Kings,90.0,Cleveland Cavaliers,101.0,,
"Fri, Jan 30, 2015",8:00 pm,Box Score,Dallas Mavericks,93.0,Miami Heat,72.0,,
"Fri, Jan 30, 2015",8:00 pm,Box Score,Los Angeles Clippers,103.0,New Orleans Pelicans,108.0,,
"Fri, Jan 30, 2015",7:00 pm,Box Score,Minnesota Timberwolves,94.0,Philadelphia 76ers,103.0,,
"Fri, Jan 30, 2015",10:30 pm,Box Score,Chicago Bulls,93.0,Phoenix Suns,99.0,,
"Fri, Jan 30, 2015",9:00 pm,Box Score,Golden State Warriors,100.0,Utah Jazz,110.0,,
"Sat, Jan 31, 2015",7:30 pm,Box Score,Philadelphia 76ers,85.0,Atlanta Hawks,91.0,,
"Sat, Jan 31, 2015",9:00 pm,Box Score,Charlotte Hornets,104.0,Denver Nuggets,86.0,,
"Sat, Jan 31, 2015",7:30 pm,Box Score,Houston Rockets,101.0,Detroit Pistons,114.0,,
"Sat, Jan 31, 2015",10:30 pm,Box Score,Phoenix Suns,87.0,Golden State Warriors,106.0,,
"Sat, Jan 31, 2015",7:00 pm,Box Score,Sacramento Kings,99.0,Indiana Pacers,94.0,,
"Sat, Jan 31, 2015",8:00 pm,Box Score,Oklahoma City Thunder,74.0,Memphis Grizzlies,85.0,,
"Sat, Jan 31, 2015",8:30 pm,Box Score,Portland Trail Blazers,88.0,Milwaukee Bucks,95.0,,
"Sat, Jan 31, 2015",8:00 pm,Box Score,Cleveland Cavaliers,106.0,Minnesota Timberwolves,90.0,,
"Sat, Jan 31, 2015",7:00 pm,Box Score,Dallas Mavericks,108.0,Orlando Magic,93.0,,
"Sat, Jan 31, 2015",9:00 pm,Box Score,Los Angeles Clippers,105.0,San Antonio Spurs,85.0,,
"Sat, Jan 31, 2015",7:00 pm,Box Score,Toronto Raptors,120.0,Washington Wizards,116.0,OT,
February,,,,,,,,
"Sun, Feb 1, 2015",1:00 pm,Box Score,Miami Heat,83.0,Boston Celtics,75.0,,
"Sun, Feb 1, 2015",2:00 pm,Box Score,Los Angeles Lakers,80.0,New York Knicks,92.0,,
"Mon, Feb 2, 2015",7:30 pm,Box Score,Los Angeles Clippers,100.0,Brooklyn Nets,102.0,,
"Mon, Feb 2, 2015",7:00 pm,Box Score,Philadelphia 76ers,84.0,Cleveland Cavaliers,97.0,,
"Mon, Feb 2, 2015",8:30 pm,Box Score,Minnesota Timberwolves,94.0,Dallas Mavericks,100.0,,
"Mon, Feb 2, 2015",8:00 pm,Box Score,Atlanta Hawks,100.0,New Orleans Pelicans,115.0,,
"Mon, Feb 2, 2015",8:00 pm,Box Score,Orlando Magic,97.0,Oklahoma City Thunder,104.0,,
"Mon, Feb 2, 2015",9:00 pm,Box Score,Memphis Grizzlies,102.0,Phoenix Suns,101.0,,
"Mon, Feb 2, 2015",7:30 pm,Box Score,Milwaukee Bucks,82.0,Toronto Raptors,75.0,,
"Mon, Feb 2, 2015",7:00 pm,Box Score,Charlotte Hornets,92.0,Washington Wizards,88.0,,
"Tue, Feb 3, 2015",7:30 pm,Box Score,Miami Heat,91.0,Detroit Pistons,108.0,,
"Tue, Feb 3, 2015",7:30 pm,Box Score,Boston Celtics,108.0,New York Knicks,97.0,,
"Tue, Feb 3, 2015",7:00 pm,Box Score,Denver Nuggets,98.0,Philadelphia 76ers,105.0,,
"Tue, Feb 3, 2015",10:00 pm,Box Score,Utah Jazz,102.0,Portland Trail Blazers,103.0,,
"Tue, Feb 3, 2015",10:00 pm,Box Score,Golden State Warriors,121.0,Sacramento Kings,96.0,,
"Wed, Feb 4, 2015",7:30 pm,Box Score,Washington Wizards,96.0,Atlanta Hawks,105.0,,
"Wed, Feb 4, 2015",7:30 pm,Box Score,Denver Nuggets,100.0,Boston Celtics,104.0,,
"Wed, Feb 4, 2015",10:30 pm,Box Score,Dallas Mavericks,114.0,Golden State Warriors,128.0,,
"Wed, Feb 4, 2015",8:00 pm,Box Score,Chicago Bulls,90.0,Houston Rockets,101.0,,
"Wed, Feb 4, 2015",7:00 pm,Box Score,Detroit Pistons,109.0,Indiana Pacers,114.0,,
"Wed, Feb 4, 2015",8:00 pm,Box Score,Los Angeles Lakers,105.0,Milwaukee Bucks,113.0,OT,
"Wed, Feb 4, 2015",8:00 pm,Box Score,Miami Heat,101.0,Minnesota Timberwolves,102.0,,
"Wed, Feb 4, 2015",8:00 pm,Box Score,Oklahoma City Thunder,102.0,New Orleans Pelicans,91.0,,
"Wed, Feb 4, 2015",8:30 pm,Box Score,Orlando Magic,103.0,San Antonio Spurs,110.0,,
